KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
503011051,0,,,25,16,9,0,0,0,25,16,9,14,10,4,24,15,9,24,15,9,11,6,5,8,4,4,3,2,1,0,0,0,0,0,0,9,9,0,4,4,0,1,0,0,9,9,0,0,6,0,0,4
503011053,0,,,31,16,15,0,0,0,31,16,15,14,10,4,31,16,15,31,16,15,17,6,11,10,3,7,5,1,4,2,0,2,0,0,0,11,11,0,3,7,1,0,0,0,11,7,4,0,10,0,0,1
503011072,0,,,34,17,17,3,1,2,31,16,15,15,8,7,31,16,15,31,16,15,16,8,8,9,3,6,5,1,4,0,0,0,0,0,0,12,12,4,1,2,4,0,1,0,8,2,6,0,10,0,2,1
503011103,0,,,34,18,16,2,1,1,32,17,15,18,10,8,29,14,15,27,14,13,14,7,7,6,4,2,3,2,1,0,0,0,0,0,0,9,9,1,1,2,2,2,0,1,8,4,4,1,8,0,1,1
503011112,0,,,16,8,8,3,2,1,13,6,7,8,4,4,13,6,7,13,6,7,5,2,3,2,0,2,2,0,2,0,0,0,0,0,0,4,4,0,1,1,1,0,0,1,4,1,3,2,3,0,0,0
503011121,2,503011023,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011154,0,,,10,5,5,1,1,0,9,4,5,3,1,2,8,4,4,8,4,4,6,3,3,3,1,2,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,1,0,2,1,1,0,4,0,2,1
503011161,2,503011163,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011163,1,,503011161,101,51,50,19,11,8,88,43,45,49,23,26,86,42,44,85,41,44,39,20,19,25,11,14,11,4,7,0,0,0,0,0,0,33,33,10,10,4,1,6,1,3,25,16,9,7,27,0,8,8
503011172,2,503011174,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011174,1,,503011172,6,4,2,0,0,0,14,8,6,5,3,2,14,8,6,14,8,6,9,5,4,3,1,2,1,0,1,0,0,0,0,0,0,3,3,1,4,0,0,1,0,0,5,5,0,0,6,0,1,3
503011183,0,,,47,20,27,7,4,3,40,16,24,18,9,9,39,16,23,39,16,23,22,7,15,8,0,8,5,0,5,1,0,1,0,0,0,16,16,4,4,3,2,1,1,1,12,8,4,2,13,0,3,3
503011221,2,503011223,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011223,1,,503011221,6,3,3,0,0,0,10,5,5,3,2,1,10,5,5,10,5,5,7,3,4,3,1,2,1,1,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,3,2,1,0,4,0,1,2
503011244,2,503011253,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011253,1,,503011244;503011254,60,27,33,5,3,2,66,28,38,28,11,17,65,27,38,65,27,38,38,17,21,28,9,19,15,5,10,1,0,1,0,0,0,25,25,12,8,7,1,1,1,1,19,11,8,2,25,0,10,4
503011254,2,503011253,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011261,1,,503011263,20,13,7,1,0,1,21,13,8,14,10,4,20,13,7,19,12,7,7,3,4,3,2,1,2,2,0,0,0,0,0,0,0,8,8,5,3,0,0,1,1,0,5,5,0,0,5,0,3,2
503011263,2,503011261,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011264,0,,,11,5,6,0,0,0,11,5,6,3,1,2,10,4,6,10,4,6,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,5,5,1,2,2,0,0,0,0,4,4,0,0,5,0,1,2
503011281,2,503011284,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011284,1,,503011281,17,7,10,1,0,1,21,10,11,7,3,4,19,10,9,19,10,9,14,7,7,4,1,3,1,1,0,0,0,0,0,0,0,7,7,3,4,2,0,1,0,0,7,6,1,0,9,0,3,4
503011294,2,503011391,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011311,0,,,23,9,14,2,1,1,21,8,13,7,2,5,21,8,13,21,8,13,14,6,8,5,1,4,3,0,3,2,0,2,0,0,0,10,10,1,6,2,1,0,0,0,9,8,1,1,8,0,1,3
503011312,0,,,86,40,46,14,7,7,72,33,39,39,18,21,69,33,36,67,32,35,33,15,18,19,7,12,9,3,6,0,0,0,1,1,0,27,27,6,7,5,2,2,3,2,21,11,10,3,19,0,3,4
503011313,0,,,44,21,23,1,1,0,43,20,23,18,8,10,43,20,23,42,20,22,25,12,13,12,7,5,3,2,1,1,1,0,0,0,0,17,17,4,6,3,2,1,1,0,13,7,6,1,15,0,3,5
503011321,2,503011323,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011323,1,,503011321,12,7,5,4,2,2,14,8,6,5,2,3,14,8,6,14,8,6,9,6,3,4,3,1,2,1,1,0,0,0,0,0,0,4,4,2,2,0,1,0,0,1,4,2,2,1,5,0,2,1
503011324,0,,,10,5,5,0,0,0,10,5,5,5,2,3,10,5,5,10,5,5,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,5,5,1,3,1,0,0,0,0,4,4,0,0,3,0,0,2
503011351,2,503011352,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011352,1,,503011351,29,16,13,0,0,0,32,18,14,16,10,6,31,17,14,31,17,14,16,8,8,13,6,7,6,3,3,1,1,0,0,0,0,13,13,6,4,2,3,0,0,0,9,5,4,0,11,0,4,1
503011361,2,503011362,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011362,1,,503011361,18,7,11,2,1,1,22,9,13,12,6,6,22,9,13,22,9,13,10,3,7,4,0,4,2,0,2,1,0,1,0,0,0,6,6,0,3,1,1,1,1,0,7,3,4,1,6,0,0,1
503011363,1,,503011364,20,8,12,4,2,2,18,7,11,5,2,3,18,7,11,18,7,11,13,5,8,8,3,5,3,1,2,0,0,0,0,0,0,9,9,5,4,1,0,0,1,0,6,5,1,1,10,0,5,3
503011364,2,503011363,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011371,1,,503011374,40,18,22,6,2,4,36,17,19,15,9,6,35,16,19,34,16,18,21,8,13,9,2,7,3,0,3,0,0,0,0,0,0,14,14,2,7,3,1,0,1,1,13,9,4,2,14,0,2,4
503011374,2,503011371,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011391,1,,503011294;503011392,55,28,27,10,6,4,52,26,26,27,15,12,50,25,25,50,25,25,25,11,14,12,4,8,5,1,4,2,0,2,0,0,0,18,18,7,7,6,0,0,1,2,15,6,9,2,17,0,5,1
503011392,2,503011391,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011393,1,,503011591,17,8,9,4,1,3,18,10,8,8,4,4,18,10,8,18,10,8,10,6,4,5,3,2,0,0,0,0,0,0,0,0,0,6,6,1,3,1,3,0,0,0,7,7,0,1,6,0,1,3
503011414,0,,,20,8,12,2,1,1,18,7,11,8,4,4,17,6,11,17,6,11,10,3,7,9,3,6,4,1,3,0,0,0,0,0,0,9,9,3,3,2,0,1,0,0,6,5,1,0,7,0,3,3
503011421,0,,,20,10,10,2,1,1,18,9,9,5,3,2,18,9,9,18,9,9,13,6,7,9,4,5,2,0,2,0,0,0,0,0,0,9,9,3,5,0,0,0,0,1,6,5,1,1,7,0,1,4
503011422,1,,503011423,19,10,9,3,2,1,21,11,10,7,4,3,21,11,10,21,11,10,14,7,7,10,5,5,3,1,2,0,0,0,0,0,0,6,6,0,6,1,0,0,0,1,8,7,1,1,7,0,0,5
503011423,2,503011422,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011432,2,503011434,,13,8,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011434,1,,503011432,4,0,4,4,4,0,13,4,9,4,2,2,13,4,9,13,4,9,9,2,7,5,0,5,2,0,2,0,0,0,0,0,0,3,3,2,1,0,1,0,0,1,3,1,2,1,5,0,2,0
503011452,2,503011454,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011454,1,,503011452;503011552,42,22,20,3,2,1,46,23,23,14,8,6,46,23,23,46,23,23,32,15,17,17,7,10,10,5,5,1,0,1,0,0,0,18,18,7,9,5,1,1,0,0,16,11,5,2,20,0,6,6
503011461,1,,503011463,14,9,5,0,0,0,16,10,6,8,6,2,15,9,6,15,9,6,8,4,4,5,3,2,3,2,1,0,0,0,0,0,0,4,4,0,2,0,3,0,0,0,5,3,2,0,4,0,0,1
503011463,2,503011461,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011552,2,503011454,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011561,0,,,31,16,15,2,2,0,29,14,15,13,8,5,27,14,13,26,13,13,16,6,10,9,3,6,4,1,3,1,1,0,0,0,0,12,12,3,4,3,1,0,0,1,9,5,4,0,11,0,2,2
503011564,1,,503011584,35,19,16,2,2,0,27,11,16,12,4,8,27,11,16,27,11,16,15,7,8,8,2,6,4,1,3,1,0,1,0,0,0,11,11,3,4,2,0,1,0,2,8,5,3,0,10,0,3,3
503011584,2,503011564,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011591,2,503011393,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011841,1,,503011842;503011843,88,38,50,14,8,6,82,34,48,52,25,27,80,33,47,79,32,47,30,9,21,13,2,11,8,1,7,1,0,1,0,0,0,26,26,3,10,7,2,2,2,3,25,12,13,4,21,0,1,4
503011842,2,503011841,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011843,2,503011841,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011913,0,,,11,5,6,3,1,2,8,4,4,6,3,3,8,4,4,8,4,4,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,2,1,1,0,0,0,3,3,0,0,1,0,0,1
503011921,1,,503011922;503011923,3,2,1,0,0,0,8,4,4,3,1,2,8,4,4,8,4,4,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,2,1,1,0,4,0,2,1
503011922,2,503011921,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011923,2,503011921,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011954,0,,,50,23,27,3,1,2,47,22,25,24,12,12,47,22,25,47,22,25,23,10,13,11,4,7,5,2,3,1,1,0,0,0,0,17,17,2,6,4,3,1,0,1,14,8,6,2,12,0,0,5
503011981,1,,503011982;503011983,23,12,11,5,4,1,27,13,14,14,7,7,27,13,14,27,13,14,13,6,7,6,2,4,4,1,3,0,0,0,0,0,0,6,6,2,3,3,0,0,0,2,8,6,2,2,7,0,2,1
503011982,2,503011981,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011983,2,503011981,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503011992,0,,,14,5,9,1,1,0,13,4,9,6,2,4,13,4,9,13,4,9,7,2,5,4,1,3,3,1,2,1,1,0,0,0,0,6,6,2,1,2,1,0,0,0,4,2,2,1,4,0,1,1
503011994,0,,,27,12,15,2,1,1,25,11,14,11,6,5,24,11,13,24,11,13,14,5,9,6,2,4,2,0,2,0,0,0,1,1,0,11,11,4,2,1,4,0,0,0,7,4,3,1,8,0,2,2
503012002,1,,503012003,34,14,20,4,2,2,32,13,19,15,6,9,32,13,19,32,13,19,17,7,10,8,4,4,1,0,1,0,0,0,1,1,0,11,11,0,7,2,2,0,0,1,12,9,3,0,10,0,0,4
503012003,2,503012002,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012004,0,,,22,12,10,0,0,0,22,12,10,9,6,3,22,12,10,22,12,10,13,6,7,5,3,2,4,2,2,0,0,0,0,0,0,8,8,0,4,2,2,0,0,0,8,6,2,0,7,0,0,2
503012011,2,503012013,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012013,1,,503012011,25,12,13,2,1,1,28,13,15,16,9,7,25,11,14,25,11,14,12,4,8,3,0,3,1,0,1,0,0,0,0,0,0,9,9,2,3,2,1,1,0,1,8,5,3,0,8,0,1,2
503012021,0,,,10,5,5,1,0,1,9,5,4,7,4,3,8,4,4,7,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,0,1,0,0,3,3,0,0,2,0,1,0
503012022,0,,,9,4,5,0,0,0,9,4,5,3,2,1,9,4,5,9,4,5,6,2,4,4,1,3,1,0,1,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,3,2,1,0,4,0,1,1
503012023,0,,,54,25,29,5,3,2,49,22,27,27,12,15,43,20,23,42,20,22,22,10,12,11,6,5,3,2,1,0,0,0,0,0,0,19,19,2,8,3,3,3,0,0,17,15,2,1,14,0,2,7
503012024,0,,,20,11,9,1,0,1,19,11,8,9,5,4,19,11,8,19,11,8,10,6,4,3,1,2,2,0,2,0,0,0,0,0,0,11,11,5,3,3,0,0,0,0,6,5,1,0,9,0,5,0
503012031,1,,503012032,23,16,7,1,1,0,33,23,10,23,18,5,32,22,10,32,22,10,10,5,5,5,2,3,2,1,1,0,0,0,5,5,0,12,12,6,2,5,1,1,0,0,9,8,1,0,5,5,0,1
503012032,2,503012031,,11,8,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012041,0,,,16,5,11,0,0,0,16,5,11,5,2,3,16,5,11,16,5,11,11,3,8,9,3,6,7,3,4,0,0,0,0,0,0,7,7,0,5,2,0,0,0,0,7,6,1,0,7,0,0,2
503012043,0,,,19,10,9,4,3,1,15,7,8,7,4,3,15,7,8,15,7,8,8,3,5,2,0,2,0,0,0,0,0,0,0,0,0,7,7,2,3,1,0,0,0,1,5,4,1,1,6,0,2,0
503012064,1,,503012071;503012081,8,4,4,5,2,3,16,8,8,6,3,3,16,8,8,16,8,8,10,5,5,2,1,1,1,0,1,0,0,0,0,0,0,5,5,2,4,0,0,1,1,0,6,4,2,1,7,0,2,3
503012071,2,503012064,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012081,2,503012064,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012103,2,503012104,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012104,1,,503012103,17,7,10,1,0,1,19,8,11,10,5,5,19,8,11,19,8,11,9,3,6,2,0,2,0,0,0,0,0,0,0,0,0,6,6,2,3,1,1,1,0,0,6,3,3,1,7,0,2,1
503012111,2,503012112,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012112,1,,503012111,13,6,7,0,0,0,19,10,9,9,5,4,19,10,9,18,10,8,10,5,5,7,3,4,1,0,1,0,0,0,1,0,1,5,5,1,3,1,1,1,0,0,6,5,1,0,6,0,1,2
503012114,0,,,53,27,26,14,8,6,39,19,20,22,12,10,37,18,19,36,17,19,17,7,10,6,2,4,4,1,3,0,0,0,0,0,0,17,17,2,6,3,3,2,0,1,15,12,3,1,10,0,2,2
503012121,0,,,44,23,21,4,2,2,40,21,19,25,14,11,36,19,17,34,18,16,15,7,8,11,5,6,2,1,1,0,0,0,0,0,0,14,14,3,4,1,1,4,1,0,11,7,4,0,10,0,1,1
503012123,0,,,75,37,38,8,6,2,67,31,36,35,19,16,65,30,35,64,29,35,32,12,20,15,5,10,6,2,4,2,1,1,5,5,0,37,37,15,11,8,2,0,1,0,21,17,4,1,20,7,6,6
503012124,0,,,36,15,21,3,1,2,33,14,19,19,9,10,30,14,16,29,13,16,14,5,9,7,2,5,5,1,4,1,0,1,0,0,0,13,13,3,5,3,0,0,1,1,9,8,1,0,9,0,2,2
503012143,2,503012241,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012202,0,,,10,6,4,0,0,0,10,6,4,3,2,1,10,6,4,10,6,4,7,4,3,2,1,1,1,1,0,0,0,0,0,0,0,5,5,3,0,1,1,0,0,0,2,1,1,0,5,0,3,0
503012203,0,,,21,9,12,8,3,5,13,6,7,8,3,5,13,6,7,13,6,7,5,3,2,2,1,1,1,1,0,1,1,0,0,0,0,4,4,1,0,0,0,1,1,1,3,1,2,2,3,0,1,0
503012204,0,,,26,13,13,3,1,2,23,12,11,10,6,4,22,11,11,22,11,11,13,6,7,8,3,5,3,2,1,0,0,0,0,0,0,11,11,4,4,1,1,0,0,1,7,4,3,1,10,0,3,1
503012211,0,,,14,9,5,0,0,0,14,9,5,8,6,2,14,9,5,14,9,5,6,3,3,4,2,2,1,1,0,0,0,0,0,0,0,5,5,0,3,0,2,0,0,0,5,4,1,0,5,0,0,1
503012212,1,,503012221;503012222,64,27,37,19,8,11,51,22,29,37,17,20,50,22,28,49,22,27,14,5,9,5,2,3,0,0,0,0,0,0,2,0,2,26,26,10,8,3,2,4,0,1,18,17,1,5,11,1,4,4
503012213,0,,,44,21,23,4,1,3,40,20,20,22,12,10,37,17,20,35,17,18,18,8,10,10,5,5,4,2,2,0,0,0,0,0,0,14,14,3,4,1,2,2,2,0,11,7,4,1,11,0,2,3
503012214,0,,,98,33,65,6,4,2,92,29,63,13,7,6,92,29,63,92,29,63,79,22,57,71,16,55,57,11,46,14,1,13,0,0,0,15,12,4,5,0,0,0,3,0,8,5,3,1,10,0,2,3
503012221,2,503012212,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012222,2,503012212,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012231,2,503012233,,11,10,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012232,0,,,81,39,42,17,7,10,64,32,32,35,17,18,64,32,32,63,31,32,29,15,14,14,5,9,8,3,5,0,0,0,0,0,0,23,23,3,11,2,1,0,0,6,20,12,8,4,19,0,3,5
503012233,1,,503012231;503012234,31,14,17,6,2,4,42,24,18,28,17,11,42,24,18,41,23,18,14,7,7,6,3,3,4,2,2,0,0,0,4,4,0,10,10,11,2,3,3,0,2,0,10,8,2,1,10,5,3,1
503012234,2,503012233,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012241,1,,503012143,13,8,5,5,4,1,18,9,9,10,5,5,17,8,9,17,8,9,8,4,4,5,2,3,4,2,2,0,0,0,0,0,0,4,4,1,1,2,1,2,0,0,6,3,3,1,5,0,0,1
503012242,0,,,23,11,12,4,3,1,19,8,11,12,6,6,19,8,11,19,8,11,7,2,5,3,0,3,0,0,0,0,0,0,1,1,0,6,6,0,1,3,1,0,0,1,6,4,2,1,5,0,0,0
503012244,1,,503012252;503012342;503012351;503012352;503012353,57,28,29,6,5,1,68,33,35,37,19,18,64,31,33,61,30,31,31,14,17,13,5,8,5,1,4,1,0,1,0,0,0,16,16,6,6,5,5,0,1,2,17,8,9,0,21,0,4,5
503012252,2,503012244,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012302,0,,,13,5,8,3,0,3,10,5,5,4,2,2,9,4,5,9,4,5,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,4,4,0,2,1,0,0,1,0,4,3,1,1,3,0,0,2
503012311,0,,,30,16,14,3,3,0,27,13,14,18,10,8,25,12,13,24,11,13,9,3,6,6,2,4,1,1,0,0,0,0,0,0,0,9,9,1,2,2,3,0,0,1,7,4,3,0,6,0,1,2
503012312,0,,,21,11,10,4,3,1,17,8,9,8,3,5,17,8,9,17,8,9,9,5,4,4,2,2,4,2,2,0,0,0,0,0,0,6,6,1,2,0,0,2,1,0,5,3,2,2,5,0,1,1
503012313,2,503012314,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012314,1,,503012313,23,11,12,3,1,2,29,13,16,17,7,10,29,13,16,29,13,16,12,6,6,9,5,4,3,2,1,0,0,0,0,0,0,8,8,2,2,1,2,3,0,0,8,4,4,1,6,0,0,1
503012324,2,503012422,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012332,1,,503012333,16,7,9,7,2,5,12,7,5,8,4,4,11,7,4,11,7,4,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,6,6,4,0,1,0,1,0,1,3,3,0,1,3,0,1,0
503012333,2,503012332,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012342,2,503012244,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012351,2,503012244,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012352,2,503012244,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012353,2,503012244,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503012411,0,,,38,17,21,2,0,2,36,17,19,23,12,11,35,16,19,33,15,18,13,5,8,8,3,5,5,2,3,0,0,0,0,0,0,9,9,0,2,1,2,2,1,1,9,3,6,2,8,0,0,1
503012412,1,,503012414,29,13,16,2,1,1,32,14,18,18,7,11,32,14,18,30,13,17,14,7,7,9,4,5,1,0,1,0,0,0,1,1,0,12,12,3,5,3,0,1,0,1,10,7,3,0,9,0,1,3
